"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.50353,,
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.48279,,
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.01036,,
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,14.45899,,
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.89379,,
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.65863,,
"PAN","Panama","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.22791,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,26.0967,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,25.37336,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,25.54964,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,26.22081,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,27.1181,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,23.77469,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,23.58582,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,25.17827,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.26175,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.72136,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.42143,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.33531,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.36473,,
"VNM","Viet Nam","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.19471,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,29.82006,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,31.74053,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,35.61068,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,34.11767,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.13971,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,31.68926,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.69955,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,30.5132,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.00987,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,33.601,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.90051,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.66508,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.76134,,
"DZA","Algeria","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.91557,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,25.97997,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,28.69513,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,28.20379,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,28.96094,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,32.58303,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,30.43782,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,29.46017,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,31.30328,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,31.25934,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,31.93223,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,29.50834,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,29.28341,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,29.4412,,
"LBN","Lebanon","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,29.04762,,
"RUS","Russia","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,1.860161,,
"RUS","Russia","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2000","2000","PC_PNT","Percentage points","0","Units",,,8.259157,,
"RUS","Russia","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2005","2005","PC_PNT","Percentage points","0","Units",,,6.499377,,
"RUS","Russia","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2010","2010","PC_PNT","Percentage points","0","Units",,,-1.483742,,
"RUS","Russia","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2011","2011","PC_PNT","Percentage points","0","Units",,,1.15435,,
"RUS","Russia","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2012","2012","PC_PNT","Percentage points","0","Units",,,2.945555,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.02899,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.52738,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.49868,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.37534,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.64993,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.78834,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.52441,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.58672,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.17666,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.61738,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.57034,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.72617,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.0417,,
"EST","Estonia","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.94962,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,1.586928,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2000","2000","PC_PNT","Percentage points","0","Units",,,2.066646,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2005","2005","PC_PNT","Percentage points","0","Units",,,-1.302824,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2010","2010","PC_PNT","Percentage points","0","Units",,,-4.108479,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2011","2011","PC_PNT","Percentage points","0","Units",,,-7.011693,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2012","2012","PC_PNT","Percentage points","0","Units",,,-4.463178,,
"GRC","Greece","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2013","2013","PC_PNT","Percentage points","0","Units",,,-2.323131,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.39506,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.58553,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.01114,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.45882,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,9.88104,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.05576,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,9.14468,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.78012,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.51283,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.37593,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.83292,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.65697,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.91037,,
"IRL","Ireland","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.84751,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,16.67,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,0,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,14.16,,
"CIV","Côte d'Ivoire","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,23.24,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,3.662274,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2000","2000","PC_PNT","Percentage points","0","Units",,,2.465947,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2005","2005","PC_PNT","Percentage points","0","Units",,,2.039158,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2010","2010","PC_PNT","Percentage points","0","Units",,,1.479509,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2011","2011","PC_PNT","Percentage points","0","Units",,,0.9279327,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2012","2012","PC_PNT","Percentage points","0","Units",,,-0.4198403,,
"CHN","China (People's Republic of)","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2013","2013","PC_PNT","Percentage points","0","Units",,,-0.2806745,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,25.50939,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,23.36055,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.06207,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.14994,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.46444,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.86036,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.1637,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.06079,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.48884,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.73342,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.90633,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.59014,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.66586,,
"BLR","Belarus","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.57188,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,3.875155,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2000","2000","PC_PNT","Percentage points","0","Units",,,1.826674,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2005","2005","PC_PNT","Percentage points","0","Units",,,3.275359,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2010","2010","PC_PNT","Percentage points","0","Units",,,4.35031,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2011","2011","PC_PNT","Percentage points","0","Units",,,0.09289563,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2012","2012","PC_PNT","Percentage points","0","Units",,,-0.2337988,,
"SVK","Slovak Republic","EAMFP_EAMFPG","Environmentally adjusted multifactor productivity growth","2013","2013","PC_PNT","Percentage points","0","Units",,,-0.5280598,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.62051,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.64473,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.71156,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.50025,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.22537,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.91838,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.30659,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.49814,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.74473,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.47205,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.859,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.48277,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.97888,,
"TTO","Trinidad and Tobago","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.07242,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,55.02135,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,49.86378,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,52.26104,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,52.0789,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,58.03638,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,54.81704,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,54.4383,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,52.52212,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,48.64214,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,54.23691,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,51.20757,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,51.0894,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,50.28587,,
"IRQ","Iraq","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,49.61657,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.23244,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.79896,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2000","2000","MICRO_M3","Micrograms per cubic metre","0","Units",,,21.00665,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2005","2005","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.31089,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2010","2010","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.27104,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2011","2011","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.13832,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2012","2012","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.28152,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2013","2013","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.4254,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.80842,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2015","2015","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.30881,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2016","2016","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.59893,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2017","2017","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.60644,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2018","2018","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.4514,,
"CUB","Cuba","PM_PWM","Mean population exposure to PM2.5","2019","2019","MICRO_M3","Micrograms per cubic metre","0","Units",,,17.95487,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.737986,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",8.359423,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",7.232176,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.623345,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.507757,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.22484,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.612154,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.398274,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.101989,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.77761,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.661349,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.354809,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2018","2018","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.504801,,
"SEN","Senegal","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2019","2019","USD_KG","US dollars per kilogram","0","Units","2015","2015",6.440434,,
"PRY","Paraguay","PM_PWM","Mean population exposure to PM2.5","1990","1990","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.88263,,
"PRY","Paraguay","PM_PWM","Mean population exposure to PM2.5","1995","1995","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.69081,,
